,Winery,Year,Wine ID,Wine,Rating,num_review,price,Country,Region
1153,Pagos del Rey,2023,7127854,Canta Mañanas Tempranillo 2023,3.8,112,7.99,España,Ribera del Duero
1154,Win,N.V.,4410652,Tempranillo De-alcoholised N.V.,2.6,266,7.99,España,Ribera del Duero
1155,Oliveda,2023,6765730,La Bēstia Negra 2023,3.8,1087,7.99,España,Empordà
1156,Señorío de Sarria,2019,2070244,Viñedo Uno 2019,3.8,71,7.99,España,Navarra
1157,Marqués de la Concordia,2020,1153105,Crianza Rioja 2020,3.5,51,7.99,España,Rioja
1158,Berceo,2014,2376803,Reserva 2014,3.8,81,7.99,España,Rioja
1159,Valcarlos,2018,77044,Fortius Reserva 2018,3.8,1358,7.99,España,Navarra
1160,Azabache,2021,2841429,Crianza Vendimia Seleccionada 2021,3.6,67,8.0,España,Rioja
1161,Viñedos Hermanos Hernáiz,2022,5373253,El Pedal Tempranillo 2022,3.6,1745,8.0,España,Rioja Alta
1162,Tarsus,2022,1216385,Ribera del Duero Roble 2022,3.6,72,8.0,España,Ribera del Duero
1163,Tarsus,2021,1216385,Ribera del Duero Roble 2021,3.6,157,8.0,España,Ribera del Duero
1164,Celler Xavier Clua,2022,2373181,Mas d'en Pol Red 2022,3.8,29,8.0,España,Terra Alta
1165,Volver,2022,5621373,4 Meses Red 2022,3.7,481,8.0,España,La Mancha
1166,Celistia,2023,8006271,Tempranillo - Syrah 2023,3.9,438,8.0,España,Costers del Segre
1167,Bodegas Príncipe de Viana,2019,1210158,Reserva Navarra 2019,3.9,30,8.0,España,Navarra
1168,Siglo,2020,49424,Rioja Crianza 2020,3.7,106,8.0,España,Rioja
1169,Martin Berdugo,2021,1158446,Barrica 2021,3.9,55,8.0,España,Ribera del Duero
1170,Can Ràfols dels Caus,2019,1202424,Petit Caus Negre 2019,3.2,435,8.0,España,Penedès
1171,Fabregas,2023,2600282,Mingua Garnacha - Cabernet 2023,3.1,58,8.0,España,Somontano
1172,La Vinyeta,2022,4261393,Heusss 2022,3.6,432,8.02,España,Empordà
1173,Dominio de Tares,2020,1896149,Baltos Mencía 2020,3.8,36,8.05,España,Bierzo
1174,Aroa,2020,1757771,Mutiko 2020,3.8,33,8.05,España,Navarra
1175,Bodegas Lleiroso,2022,2016016,Luz Millar Roble 2022,3.6,249,8.05,España,Ribera del Duero
1176,Marqués de la Concordia,2021,1153105,Crianza Rioja 2021,3.7,169,8.05,España,Rioja
1177,Beronia,2021,20796,Rioja Crianza 2021,3.7,336,8.05,España,Rioja
1178,Palacios Remondo,2022,1138914,Rioja La Vendimia 2022,3.8,57,8.07,España,Rioja
1179,Cueva del Chamán,2023,6172067,Roble Garnacha Tintorera 2023,3.8,425,8.08,España,Almansa
1180,Tras lá Yesca,2021,4099809,Tinto 2021,3.7,29,8.09,España,Toro
1181,Bodegas Companon Arrieta (El Mozo Wines),2023,2360909,Herrigoia 2023,3.6,1273,8.1,España,Rioja Alavesa
1182,Rosario Vera,2021,9891164,Amona Tempranillo 2021,3.5,33,8.1,España,Rioja Alavesa
1183,Marqués de Tosos,2014,1139332,Reserva 2014,3.6,100,8.1,España,Cariñena
1184,Rendé Masdéu,2023,2257499,Inquiet 2023,3.1,124,8.1,España,Conca de Barberà
1185,Palacio de Villachica,2022,9108703,Arbocala Tinto 2022,3.8,330,8.1,España,Toro
1186,Viña Real,2020,1261821,Rioja Crianza 2020,3.7,744,8.11,España,Rioja
1187,Sameirás,2019,5309113,Viña do Avó Tinto 2019,3.5,28,8.12,España,Ribeiro
1188,Bodegas Latúe,2019,2606837,Pingorote Crianza Tempranillo 2019,3.6,220,8.15,España,Castilla
1189,Vinos Sanz,2021,3907111,La Capital Roble 2021,3.5,324,8.15,España,Madrid
1190,Carles Andreu,2023,5590174,12 @ Trepat 2023,3.6,382,8.15,España,Conca de Barberà
1191,Rejadorada,2022,1175204,Tinto Roble 2022,3.9,57,8.15,España,Toro
1192,VI Cool Be Cool,2022,9365151,El Timonet 2022,3.7,37,8.15,España,Empordà
1193,Bodegas Diaz Bayo,2023,5829115,8 Meses Barrica 2023,3.8,3221,8.15,España,Ribera del Duero
1194,Legaris,2022,1134266,Ribera del Duero Roble 2022,3.7,548,8.15,España,Ribera del Duero
1195,Pinord,2018,1171843,Clos de Torribas Penedès Reserva Tempranillo 2018,3.6,52,8.17,España,Penedès
1196,Pascona,2024,2121989,Lo Petitó de Pascona 2024,3.6,1450,8.2,España,Montsant
1197,Federico Paternina,2019,1182290,Rioja Reserva 2019,3.5,68,8.2,España,Rioja
1198,Bodegas Ochoa,2021,6202302,8A Crianza 2021,3.7,944,8.2,España,Navarra
1199,Alcorta,2020,7032905,Audaz Crianza 2020,3.6,108,8.2,España,Rioja
1200,Bodegas Vallobera,2020,1205627,Crianza Rioja 2020,3.8,335,8.2,España,Rioja
1201,Alcorta,2020,7032905,Audaz Crianza 2020,3.6,108,8.2,España,Rioja
1202,Sospechoso,2020,1371436,Tinto 2020,3.6,41,8.2,España,Castilla
1203,Raimat,2021,4991062,Boira Garnatxa Negra Organic 2021,3.7,57,8.2,España,Cataluña
1204,Pago Aylés,2020,2650018,a de Aylés 2020,3.9,142,8.2,España,Aragón
1205,Los Frailes,2023,7257365,Garnacha - Monastrell 2023,3.7,548,8.2,España,Valencia
1206,Adhuc Tempus,2023,5650438,Roble 2023,3.8,501,8.2,España,Ribera del Duero
1207,Pinord,2023,2438013,Càtar Montsant 2023,3.6,36,8.2,España,Montsant
1208,Evodia,2022,1230965,Old Vines Garnacha 2022,3.7,30,8.2,España,Calatayud
1209,Viña Zorzal,2021,1151276,Graciano 2021,3.6,41,8.2,España,Navarra
1210,Marqués de Riscal,2019,1852661,Arienzo Rioja Crianza 2019,3.8,752,8.2,España,Rioja
1211,Marques de Vitoria,2021,1488465,Rioja Crianza 2021,3.9,1146,8.2,España,Rioja
1212,Viña Zorzal,2019,1151276,Graciano 2019,3.6,352,8.2,España,Navarra
1213,Paramo Arroyo,2022,1204860,Eremus Ecológico Roble Tempranillo 2022,3.6,494,8.21,España,Ribera del Duero
1214,Raimat,2021,25414,Abadía Crianza 2021,3.4,222,8.22,España,Costers del Segre
1215,Abadal,2022,4314254,Franc 2022,3.7,222,8.24,España,Pla de Bages
1216,Ca N'Estruc,2023,1222462,Negre 2023,3.7,73,8.25,España,Cataluña
1217,Castillo Perelada,2022,1316403,Empordà Cigonyes Negre 2022,3.9,126,8.25,España,Empordà
1218,Alcorta,2022,6447370,Roble 2022,3.7,71,8.25,España,Ribera del Duero
1219,Viña Zorzal,2022,1151276,Graciano 2022,3.6,4071,8.25,España,Navarra
1220,Losada,2023,1382518,El Pajaro Rojo Mencia 2023,4.1,67,8.25,España,Bierzo
1221,Raimat,2020,1145711,Abadia Cabernet Sauvignon - Tempranillo 2020,3.5,415,8.25,España,Costers del Segre
1222,Altos Ibéricos,2018,1759011,Crianza 2018,3.8,3198,8.25,España,Rioja
1223,Vinicola de Castilla,2021,10076955,Guadianeja Paraje Alto Hungrao Tempranillo 2021,4.0,156,8.25,España,La Mancha
1224,Castillo Perelada,2023,1316403,Empordà Cigonyes Negre 2023,3.9,52,8.25,España,Empordà
1225,Protos,2023,1132737,Roble 2023,3.7,351,8.25,España,Ribera del Duero
1226,Jordi Oliver Conti,2022,4444796,Petardo 2022,3.6,219,8.26,España,Empordà
1227,Terra i Vins,2023,1854855,Clos del Gos 2023,3.6,1504,8.26,España,Montsant
1228,Peique,2021,1138245,Ramón Valle Mencia Crianza 2021,3.6,32,8.27,España,Bierzo
1229,Cop de Vent,2022,2739699,Negre Jove 2022,3.4,1233,8.29,España,Empordà
1230,Ampans,2021,2711144,d'Urpina 3 Nits 2021,3.5,453,8.29,España,Pla de Bages
1231,Celler Gerisena,2022,4945481,Ergo Negre 2022,3.4,123,8.29,España,Empordà
1232,Eguía,2018,1186704,Reserva 2018,3.9,64,8.3,España,Rioja
1233,Can Axartell,2022,8919991,Velomar Tinto 2022,3.5,71,8.3,España,Mallorca
1234,Condado de Oriza,2023,1609207,Roble Ribera del Duero 2023,3.8,127,8.3,España,Ribera del Duero
1235,Eguía,2019,1186704,Reserva 2019,3.6,9733,8.3,España,Rioja
1236,Altovela,2018,2212750,Campo Amable Crianza 2018,4.0,156,8.3,España,La Mancha
1237,Bodegas Valparaíso,2023,1753221,Roble 2023,3.7,57,8.3,España,Ribera del Duero
1238,Eguía,2017,1186704,Reserva 2017,3.8,298,8.3,España,Rioja
1239,Celler Batea,2023,7569250,Sense Red 2023,3.8,105,8.3,España,Cataluña
1240,Wine Side Story,2023,3729885,Fulanito Tinto 2023,3.5,1201,8.3,España,Ribera del Duero
1241,Bodegas de Occidente,2022,1991495,Buche Zona del Raposo 2022,3.9,200,8.3,España,Extremadura
1242,Bodegas Vilano,2021,1378916,Roble 2021,3.8,82,8.3,España,Ribera del Duero
1243,I Tant,2023,1481883,Garnatxa Negra 2023,3.6,2518,8.3,España,Montsant
1244,Vinos Divertidos,2022,9895044,Camino a Pardos Garnacha Viñas Viejas 40 Old Vines 2022,4.0,258,8.3,España,Calatayud
1245,Azpilicueta,2020,1822301,Crianza 2020,3.8,401,8.3,España,Rioja
1246,Dehesa La Granja,2019,1152838,Tinto 2019,4.0,1002,8.3,España,Castilla y León
1247,Espelt,2022,1731540,Sauló 2022,3.6,33,8.32,España,Empordà
1248,Tilenus,2023,1546637,Envejecido en Roble Bierzo Mencia 2023,3.6,852,8.33,España,Bierzo
1249,Palomo Cazador,2023,2727716,Roble 2023,3.5,720,8.34,España,Ribera del Duero
1250,Singulares,2023,2684098,El Veïnat Garnatxa Montsant 2023,3.6,2139,8.35,España,Montsant
1251,Luis Cañas,2023,1233309,Tinto 2023,3.4,3831,8.35,España,Rioja
1252,Pago de Larrea,2020,1233384,Cæcus Crianza 2020,3.6,639,8.35,España,Rioja Alavesa
1253,Arché Pagès,2022,5529110,Notenom 2022,3.5,31,8.35,España,Empordà
1254,Espelt,2019,1731540,Sauló 2019,3.5,108,8.35,España,Empordà
1255,Domènech.Vidal,2022,6398875,Freyé Syrah - Tempranillo 2022,3.5,93,8.35,España,Penedès
1256,Zuazo Gaston,2020,1162868,Crianza 2020,3.7,206,8.35,España,Rioja
1257,Arché Pagès,2021,1314194,Sàtirs Negre 2021,3.9,31,8.35,España,Empordà
1258,Bodegas Mano a Mano,2021,11286376,Venta La Ossa Joven 2021,3.7,32,8.35,España,Castilla
1259,Matarromera,2021,5733815,Granza Eco Roble Toro 2021,3.7,241,8.35,España,Toro
1260,Can Blau,2022,1478833,Blau 2022,3.9,33,8.35,España,Montsant
1261,Bodega Pirineos,2021,1110223,Principio Moristel 2021,3.9,225,8.35,España,Somontano
1262,Celler de Capçanes,2022,1403428,Mas Picosa Flor En Flor Montsant 2022,3.7,80,8.35,España,Montsant
1263,Familia Torres,2023,2109187,Natureo Syrah 2023,2.5,772,8.35,España,Cataluña
1264,Casa Castillo,2021,77245,Monastrell 2021,3.9,498,8.36,España,Jumilla
1265,Santiago Jordi,2022,2295145,Ser O No Ser Toro 2022,3.7,37,8.4,España,Toro
1266,Enate,2021,7540391,Tempranillo 2021,3.7,194,8.4,España,Somontano
1267,Portia,2023,4406501,Roble 2023,3.8,305,8.4,España,Ribera del Duero
1268,Bodegas Diaz Bayo,2023,9072965,Nuestro 8 Meses 2023,3.9,1705,8.4,España,Ribera del Duero
1269,Toresanas,2020,1206153,Orot Crianza 2020,3.7,882,8.4,España,Toro
1270,Bodegas Diaz Bayo,2022,9072965,Nuestro 8 Meses 2022,3.8,39,8.4,España,Ribera del Duero
1271,Aroa,2021,1757771,Mutiko 2021,3.6,469,8.4,España,Navarra
1272,Celler Masroig,2023,1315212,Finca Cucó Jove 2023,3.4,1017,8.4,España,Montsant
1273,Castillo de Monjardin,2021,1776643,Coupage Selección Crianza 2021,3.5,1641,8.42,España,Navarra
1274,Bodega Sommos,2021,1658806,Glárima Varietales Tinto 2021,3.7,2675,8.45,España,Somontano
1275,Valderiz,2022,10026075,Sitio de Valdehermoso 2022,3.9,101,8.45,España,Ribera del Duero
1276,Raimat,2019,1164416,Cabernet Sauvignon 2019,3.5,182,8.45,España,Costers del Segre
1277,Paco Garcia,2023,1225314,Seis 2023,3.5,2575,8.45,España,Rioja
1278,Marqués de Valdueza,2019,1376955,Valdueza 2019,3.9,56,8.45,España,Extremadura
1279,Bodega Sommos,2021,5980061,Varietales Tinto 2021,3.8,73,8.45,España,Somontano
1280,Arzuaga,2023,7936,La Planta 2023,3.7,271,8.45,España,Ribera del Duero
1281,Raimat,2020,5545541,Pirinenca Tempranillo 2020,3.6,110,8.45,España,Cataluña
1282,Matsu,2022,1169235,El Picaro 2022,3.9,1664,8.45,España,Toro
1283,Ojos del Guadiana,2019,1851940,Crianza 2019,3.5,237,8.46,España,La Mancha
1284,De Muller,2022,1771047,Merlot 2022,3.6,216,8.46,España,Tarragona
1285,De Muller,2022,1212314,Syrah 2022,3.7,1807,8.46,España,Tarragona
1286,Heraclio Alfaro,2020,6869630,Crianza 2020,3.8,162,8.47,España,Rioja
1287,Castillo Perelada,2023,5682532,Només Garnatxa Negra 2023,3.8,66,8.49,España,Empordà
1288,Oliveda,2022,1304102,Finca Els 3 Frares Vinyes Velles 2022,3.4,325,8.49,España,Empordà
1289,Oliveda,2022,3461772,Ulls Negres 2022,3.6,869,8.49,España,Empordà
1290,Abadia de Poblet,2021,1416376,Monestir de Poblet Intramurs Tinto 2021,3.7,122,8.49,España,Conca de Barberà
1291,Bodega Bideona,2021,7573006,Laderas Tempranillo 2021,3.9,412,8.49,España,Rioja Alavesa
1292,Sierra Cantabria,2022,1986382,Murmurón 2022,3.5,30,8.5,España,Rioja
1293,Lan,2021,88830,Crianza Rioja 2021,3.7,219,8.5,España,Rioja
1294,Heraclio Alfaro,2019,6869630,Crianza 2019,3.8,448,8.5,España,Rioja
1295,Chozas Carrascal,2022,7630689,Las 2 Ces Tinto 2022,3.7,106,8.5,España,Utiel-Requena
1296,Francisco Gomez,2016,1223613,Fruto Noble Crianza 2016,3.7,28,8.5,España,Alicante
1297,Bodegas Javier San Pedro Ortega,2022,2410648,Viuda Negra Crianza 2022,3.8,1913,8.5,España,Rioja
1298,Abel Mendoza Monge,2023,1221602,Jarrarte 2023,4.2,72,8.5,España,Rioja
1299,Bodegas Ponce,2023,5582888,La Xara Garnacha 2023,3.6,1072,8.5,España,Manchuela
1300,Pagos del Rey,2021,12217709,El Pillo Viñas Rebeldes 2021,3.9,51,8.5,España,Toro
1301,Familia Torres,2019,7569397,22 Pies Rioja Crianza 2019,3.7,82,8.5,España,Rioja
1302,Tilenus,2020,1546637,Envejecido en Roble Bierzo Mencia 2020,3.6,853,8.5,España,Bierzo
1303,El Ilusionista,2023,4602142,Joven 2023,3.6,404,8.5,España,Ribera del Duero
1304,Familia Torres,2022,7667938,Vinyarets 2022,3.7,896,8.51,España,Penedès
1305,Martin Berdugo,2022,1158446,Barrica 2022,3.8,48,8.52,España,Ribera del Duero
1306,Lacrimus,2020,1219086,Crianza 2020,3.9,33,8.52,España,Rioja
1307,Pago de Cirsus,2022,2491445,Vendimia Seleccionada 2022,4.0,154,8.54,España,Navarra
1308,Finca La Estacada,2022,1490671,Uclés Syrah - Merlot 2022,3.7,2070,8.54,España,Uclés
1309,Viñedos Hermanos Hernáiz,2020,11111940,El Pedal Edición Limitada Maturana 2020,3.7,33,8.55,España,Rioja Alta
1310,Tampesta,2021,2419712,Prieto Picudo Roble 2021,3.6,359,8.55,España,Tierra de León
1311,Viladellops,2023,1585724,Garnatxa 2023,3.8,31,8.55,España,Penedès
1312,Dominio Dostares,2016,1853501,Estay Prieto Picudo 2016,3.5,218,8.55,España,Bierzo
1313,Espelt,2023,1731540,Sauló 2023,3.3,1491,8.55,España,Empordà
1314,Muruve,2020,14893,Crianza 2020,3.7,1068,8.55,España,Toro
1315,Mas Foraster,2023,7276919,Josep Foraster Lamoto 2023,3.8,264,8.55,España,Conca de Barberà
1316,Bodegas Zinio,2018,1909650,Terroir de Zinio Vendimia Seleccionada Tempranillo 2018,3.8,182,8.55,España,Rioja Alta
1317,Viña Real,2021,1261821,Rioja Crianza 2021,3.7,224,8.55,España,Rioja
1318,Vall de Baldomar,2021,1302660,Baldomà Selecció 2021,3.5,734,8.55,España,Costers del Segre
1319,Pradorey,2022,1136269,Origen 2022,3.7,352,8.57,España,Ribera del Duero
1320,Pago Aylés,2021,9546959,Unexpected Garnacha 2021,4.0,460,8.58,España,Cariñena
1321,Nubori,2018,1884489,Crianza 2018,3.6,123,8.6,España,Rioja
1322,Finca Valpiedra,2020,74424,Rioja Cantos de Valpiedra 2020,3.7,107,8.6,España,Rioja
1323,Celler Masroig,2015,3842296,Pinyeres Vi Negre 2015,3.7,104,8.6,España,Montsant
1324,Bodegas Yuntero,2023,8812141,Ortiga Tempranillo 2023,3.2,113,8.6,España,La Mancha
1325,Azabache,2019,1432368,Reserva Tempranillo - Graciano 2019,3.8,54,8.6,España,Rioja
1326,Matallonga,2023,2152221,Vi del Banya 2023,3.7,227,8.65,España,Costers del Segre
1327,Marco Abella,2020,6161614,Olbieta Negre 2020,3.7,139,8.65,España,Cataluña
1328,Comunica,2023,6500189,Vi Del Mas 2023,3.6,56,8.65,España,Montsant
1329,Bodega Garcia Serrano,2018,1682257,Sendero del Pino Tinto 2018,3.7,78,8.65,España,Castilla y León
1330,Estancia Piedra,2018,2211667,Roble 2018,3.6,205,8.65,España,Toro
1331,Estancia Piedra,2020,2211667,Roble 2020,3.5,30,8.65,España,Toro
1332,Bodega Pirineos,2021,10645752,3404 Tuca d'Aneto Crianza 2021,3.9,290,8.65,España,Somontano
1333,Espelt,2022,96036,ViDiví 2022,3.7,50,8.66,España,Empordà
1334,El Lagar de Isilla,2023,1143922,Joven 2023,3.2,251,8.67,España,Ribera del Duero
1335,Raimat,2020,2683897,Anima de Raimat Tinto 2020,3.7,59,8.69,España,Costers del Segre
1336,Abadia de Poblet,2018,1416376,Monestir de Poblet Intramurs Tinto 2018,3.7,442,8.7,España,Conca de Barberà
1337,Celler Ronadelles - Cap de Ruc,2020,4577084,Cuvée Premium 2020,3.5,64,8.7,España,Montsant
1338,Bodega Sommos,2021,4442568,Crianza 2021,3.7,37,8.7,España,Somontano
1339,Morca,2023,5792926,Flor de Morca 2023,4.2,213,8.7,España,Campo de Borja
1340,Rioja Vega,2020,74770,Crianza 2020,3.8,501,8.7,España,Rioja
1341,Valdesil,2019,1235672,Valderroa Mencia 2019,3.7,78,8.7,España,Valdeorras
1342,Lagar de Moha,2022,9694976,Antigona Tempranillo Ecológico 2022,3.7,95,8.7,España,Castilla y León
1343,Ramón Bilbao,2021,77021,Crianza Rioja 2021,3.9,1360,8.7,España,Rioja
1344,Dehesa de los Llanos,2012,4092613,Mazacruz Tinto 2012,3.5,41,8.7,España,Castilla
1345,Dominio de Tares,2020,9038538,El Paisano de Tares 2020,3.7,339,8.7,España,Bierzo
1346,Campillo,2018,1207136,Crianza Rioja 2018,3.9,1068,8.7,España,Rioja
1347,Monóvar,2015,5372999,Tempus Regit Monastrell 2015,3.4,72,8.71,España,Alicante
1348,Casa Castillo,2022,77245,Monastrell 2022,3.8,244,8.72,España,Jumilla
1349,Neo,2021,1129581,Obra Roble 2021,3.2,481,8.73,España,Ribera del Duero
1350,Bodegas Valdelana,2020,1631856,Familia Valdelana Crianza 2020,3.9,73,8.75,España,Rioja
1351,Torremorón,2021,1223757,Crianza 2021,3.7,35,8.75,España,Ribera del Duero
1352,Bodegas Aragonesas,2022,1168436,Coto de Hayas Garnacha Centenaria 2022,3.9,228,8.75,España,Campo de Borja
1353,Viñedos Hermanos Hernáiz,2019,5373253,El Pedal Tempranillo 2019,3.6,500,8.75,España,Rioja Alta
1354,Finca Antigua,2020,13943,Crianza 2020,3.5,2150,8.75,España,La Mancha
1355,Hnos. del Villar,2022,1122318,Gaudeamus 2022,3.6,47,8.75,España,Rueda
1356,Raimat,2021,2683897,Anima de Raimat Tinto 2021,3.7,4347,8.75,España,Costers del Segre
1357,Paco Garcia,2022,1225314,Seis 2022,3.5,2575,8.75,España,Rioja
1358,Bodegas Virgen de Galir,2021,7419457,Maruxa Mencia 2021,3.5,457,8.75,España,Valdeorras
1359,Mas Vicenç,2020,1222374,Nit de Lluna 2020,3.7,793,8.75,España,Tarragona
1360,Aroa,2023,10329725,Le Naturel Zero Zero Tinto 2023,3.0,51,8.75,España,Navarra
1361,Proyecto Garnachas de España,2022,1393134,La Garnacha Salvaje del Moncayo 2022,3.8,11681,8.75,España,Aragón
1362,Proyecto Garnachas de España,2019,1393134,La Garnacha Salvaje del Moncayo 2019,3.8,918,8.75,España,Aragón
1363,Singulares,2020,1247750,Corral del Obispo Mencía Bierzo 2020,3.7,81,8.75,España,Bierzo
1364,Fariña,2024,2045160,Primero 2024,3.7,2384,8.76,España,Toro
1365,Pinord,2022,1176126,Vaquos Roble 2022,3.4,931,8.76,España,Ribera del Duero
1366,Izadi,2020,8899930,Larrosa Negra 2020,3.8,248,8.8,España,Rioja
1367,Celler Frisach,2023,1909590,L'Abrunet Negre 2023,3.6,1894,8.8,España,Terra Alta
1368,De Muller,2022,1218255,Cabernet Sauvignon 2022,3.6,636,8.8,España,Tarragona
1369,Bodega Cerrón,2023,5926850,El Tiempo Que Nos Une Monastrell 2023,3.8,1304,8.8,España,Jumilla
1370,Bodegas Virgen de Galir,2022,7419457,Maruxa Mencia 2022,3.6,1367,8.8,España,Valdeorras
1371,Celler Ronadelles - Cap de Ruc,2023,1205087,Tinto 2023,3.3,2425,8.8,España,Montsant
1372,Pago del Cielo,2023,1181892,Celeste Roble 2023,3.8,674,8.8,España,Ribera del Duero
1373,Herència Altés,2023,8685673,La Cirereta 2023,4.0,703,8.8,España,Terra Alta
1374,Montebaco,2021,100385,Semele 2021,3.8,125,8.8,España,Ribera del Duero
1375,Vivanco,2021,2327297,Crianza Rioja 2021,3.7,142,8.8,España,Rioja
1376,Dehesa de Luna,2022,5647607,Orígenes 2022,3.8,1809,8.8,España,La Mancha
1377,Castillo Perelada,2022,8242636,Inspirador Negre 2022,3.7,39,8.8,España,Empordà
1378,Baluarte,2023,1196802,Roble 2023,3.5,26,8.8,España,Ribera del Duero
1379,Herència Altés,2023,1205748,Garnatxa Negra 2023,3.6,7575,8.8,España,Terra Alta
1380,Ferré I Catasús,2022,1158283,Cap de Trons 2022,3.1,807,8.81,España,Cataluña
1381,Emilio Moro,2023,1154044,Finca Resalso 2023,4.0,2370,8.81,España,Ribera del Duero
1382,El Vinyer,2022,3652260,Turritela Negre 2022,3.7,226,8.85,España,Costers del Segre
1383,Familia Torres,2023,9241287,Natureo De-Alcoholised Red 2023,2.7,265,8.85,España,Penedès
1384,Bodega Elias Mora,2022,1163612,Toro 2022,3.9,44,8.85,España,Toro
1385,Viña Pomal,2021,1126216,Crianza 2021,3.8,367,8.85,España,Rioja
1386,Jordi Miró,2022,1805741,Ennak 2022,3.8,338,8.85,España,Terra Alta
1387,Antigua Usanza,2018,1197756,Bau Crianza 2018,3.6,305,8.87,España,Rioja
1388,Bodegas Valdemar,2018,15487,Conde de Valdemar Crianza 2018,3.8,168,8.88,España,Rioja
1389,Coto de Gomariz (María Álvarez Serrano),2022,5861386,The Flower and the Bee La Flor y La Abeja Tinto 2022,3.7,401,8.88,España,Ribeiro
1390,Can Blau,2020,1478833,Blau 2020,3.7,918,8.89,España,Montsant
1391,Callejo,2023,1387031,Flores de Callejo 2023,3.9,32,8.89,España,Ribera del Duero
1392,Familia Gil,2023,12554917,La Bien Plantá 2023,4.3,84,8.89,España,Almansa
1393,Abadal,2023,4314254,Franc 2023,3.6,3964,8.89,España,Pla de Bages
1394,Tridente,2021,1403702,Entresuelos Tempranillo 2021,3.7,4854,8.89,España,Castilla y León
1395,Can Blau,2021,11554983,Blau Verd 2021,3.9,49,8.89,España,Montsant
1396,Luis Alegre,2021,1200035,Rioja Crianza 2021,3.7,38,8.89,España,Rioja
1397,Izadi,2021,8899930,Larrosa Negra 2021,3.7,98,8.9,España,Rioja
1398,Vina Herminia,2018,23536,Rioja Reserva 2018,3.8,2373,8.9,España,Rioja
1399,Castell del Remei,2016,1206186,Sícoris Tinto 2016,3.5,520,8.9,España,Costers del Segre
1400,Casa de la Ermita,2020,2161628,Monastrell - Tempranillo - Cabernet Sauvignon Crianza 2020,3.7,2174,8.9,España,Jumilla
1401,Real Divisa,2019,1396841,Marqués de Legarda Crianza 2019,3.7,1162,8.9,España,Rioja
